Work_Order,Root_Work_Order,wo_depot,asset_depot,Asset,description,Comment on WO SiteReport,priority,job_type,Gas in Property,Component,Corrective Action,Repairs,Corrosion,Fracture,Failure,Interference,Other,status,status_date,scheduled_start,actual_finish,Location,principal_street,post_town,out_code,in_code,Lead_Id,Lead_Name,Material,Diameter
W2300301,W2300296,ABERDEEN,ABERDEEN,ASSET-4320,Service pipe leak repair,PE joint failure on low pressure,4,EM,NO  [Root WO: Gas in Property = NO],VALVE,Temporary repair applied,Y,0,1,0,0,0,COMP,2026-05-27 19:27:36,2026-05-27 12:44:00,2026-05-27 19:27:36,LOC-ABD-346,MARKET STREET,ABERDEEN,AB4,9EU,ENG009,Lorna Mitchell,AC,25
W2300302,W2300300,AYR,AYR,ASSET-4828,Pressure drop investigation,Customer reported smell,1,EM,NO  [Root WO: Gas in Property = YES],MAIN,Valve replaced,N,0,0,1,0,0,COMP,2026-05-27 10:45:26,2026-05-27 07:32:00,2026-05-27 10:45:26,LOC-AYR-507,MARKET STREET,AYR,AY2,8YA,ENG007,Morag Henderson,PE,150
W2300303,W2300299,PAISLEY,PAISLEY,ASSET-5573,Pressure drop investigation,Temporary clamp applied,3,IR,NO,MAIN,Valve replaced,Y,0,1,0,0,0,OPEN,2026-05-27 10:20:46,2026-05-27 06:47:00,2026-05-27 10:20:46,LOC-PSL-809,CHURCH STREET,PAISLEY,PS6,8AS,ENG003,Catriona Stewart,CI,150
W2300304,W2300294,PERTH,PERTH,ASSET-2575,Valve replacement,Leak found at joint under pavement,3,IR,YES,SERVICE PIPE,Isolation applied,Y,0,1,0,0,0,CLOSE,2026-05-27 13:05:57,2026-05-27 06:11:00,2026-05-27 13:05:57,LOC-PRT-155,HIGH STREET,PERTH,PR7,8EM,ENG002,Alistair Fraser,AC,100
W2300305,W2300300,EDINBURGH,EDINBURGH,ASSET-1299,Service pipe leak repair,Customer reported smell,4,MR,YES,SERVICE PIPE,Clamp fitted,Y,0,1,0,0,0,CLOSE,2026-05-26 14:17:39,2026-05-26 06:48:00,2026-05-26 14:17:39,LOC-EDI-828,MAIN STREET,EDINBURGH,ED4,2VG,ENG012,Neil Forsyth,PE,63
W2300306,W2300304,ABERDEEN,ABERDEEN,ASSET-5399,Pressure drop investigation,Root damage identified,1,MR,NO,SERVICE PIPE,Isolation applied,Y,0,1,0,0,0,CLOSE,2026-05-27 14:23:12,2026-05-27 08:36:00,2026-05-27 14:23:12,LOC-ABD-767,KING STREET,ABERDEEN,AB8,2FY,ENG008,Craig Burns,ST,150
W2300307,W2300302,GLASGOW,GLASGOW,ASSET-2306,Pressure drop investigation,Temporary clamp applied,4,IR,YES,JOINT,Pipe section renewed,N,1,0,0,0,0,PEND,2026-05-27 17:11:34,2026-05-27 10:10:00,2026-05-27 17:11:34,LOC-GLW-252,KING STREET,GLASGOW,GL8,9UD,ENG015,Diane Kerr,PE,150
W2300308,W2300298,AYR,AYR,ASSET-1076,Pressure drop investigation,Temporary clamp applied,3,ME,YES,MAIN,Section replaced with PE,N,0,0,0,1,0,OPEN,2026-05-27 13:54:36,2026-05-27 07:50:00,2026-05-27 13:54:36,LOC-AYR-382,ARGYLE STREET,AYR,AY4,4GB,ENG011,Sandra Gillies,CI,32
W2300309,W2300300,MOTHERWELL,MOTHERWELL,ASSET-5941,Service riser inspection,Root damage identified,1,MR,YES,RISER,Section replaced with PE,N,1,0,0,0,0,OPEN,2026-05-27 13:27:36,2026-05-27 09:05:00,2026-05-27 13:27:36,LOC-MTH-138,MAIN STREET,MOTHERWELL,MT7,1OL,ENG011,Sandra Gillies,AC,63
W2300310,W2300305,INVERNESS,INVERNESS,ASSET-8183,Corrosion repair on main,Excavation required,3,MR,YES,JOINT,Isolation applied,Y,0,0,0,1,0,OPEN,2026-05-26 13:35:03,2026-05-26 08:17:00,2026-05-26 13:35:03,LOC-INV-533,HIGH STREET,INVERNESS,IN2,7DZ,ENG014,Ross Campbell,PE,25
W2300311,W2300303,AYR,AYR,ASSET-4186,Meter bypass repair,PE joint failure on low pressure,2,EM,NO  [Root WO: Gas in Property = YES],VALVE,Section replaced with PE,Y,0,0,1,0,0,PEND,2026-05-27 14:03:07,2026-05-27 07:45:00,2026-05-27 14:03:07,LOC-AYR-296,KING STREET,AYR,AY5,6DR,ENG005,Fiona Cameron,PE,200
W2300312,W2300309,AYR,AYR,ASSET-3912,Gas smell report investigation,Leak found at joint under pavement,4,IR,YES,VALVE,Pipe section renewed,N,1,0,0,0,0,OPEN,2026-05-27 11:27:47,2026-05-27 08:20:00,2026-05-27 11:27:47,LOC-AYR-667,VICTORIA ROAD,AYR,AY4,1JX,ENG010,Brian Thomson,AC,25
W2300313,W2300305,ABERDEEN,ABERDEEN,ASSET-3257,Gas smell report investigation,Isolation required,1,IR,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,Y,0,0,0,0,1,CLOSE,2026-05-27 16:01:05,2026-05-27 09:21:00,2026-05-27 16:01:05,LOC-ABD-761,CHURCH STREET,ABERDEEN,AB4,2XY,ENG004,Douglas Reid,PE,32
W2300314,W2300308,AYR,AYR,ASSET-4398,Pressure drop investigation,Customer reported smell,2,MR,NO  [Root WO: Gas in Property = NO],RISER,Monitor and review,N,0,0,1,0,0,COMP,2026-05-27 19:11:55,2026-05-27 13:35:00,2026-05-27 19:11:55,LOC-AYR-316,UNION STREET,AYR,AY8,8UT,ENG014,Ross Campbell,AC,250
W2300315,W2300305,DUNDEE,DUNDEE,ASSET-8155,Main repair following excavation,Temporary clamp applied,3,MR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,PE joint re-made,N,0,0,0,0,1,OPEN,2026-05-27 15:28:12,2026-05-27 10:59:00,2026-05-27 15:28:12,LOC-DND-958,UNION STREET,DUNDEE,DN1,4YM,ENG005,Fiona Cameron,ST,150
W2300316,W2300309,AYR,AYR,ASSET-4912,Gas smell report investigation,Corrosion on steel riser above ground,3,ME,YES,RISER,PE joint re-made,N,0,0,0,0,1,CLOSE,2026-05-27 14:46:23,2026-05-27 09:10:00,2026-05-27 14:46:23,LOC-AYR-856,VICTORIA ROAD,AYR,AY9,1BQ,ENG014,Ross Campbell,ST,25
W2300317,W2300309,MOTHERWELL,MOTHERWELL,ASSET-2865,Main repair following excavation,No visible defect found on main,2,EM,NO,SERVICE PIPE,Pipe section renewed,N,0,0,1,0,0,OPEN,2026-05-27 12:07:14,2026-05-27 08:42:00,2026-05-27 12:07:14,LOC-MTH-596,VICTORIA ROAD,MOTHERWELL,MT1,2OL,ENG012,Neil Forsyth,PE,100
W2300318,W2300314,PAISLEY,PAISLEY,ASSET-7065,PE pipe section renewal,Bypass valve faulty,1,IR,NO  [Root WO: Gas in Property = NO],VALVE,Pipe section renewed,Y,0,0,1,0,0,OPEN,2026-05-26 16:08:28,2026-05-26 10:41:00,2026-05-26 16:08:28,LOC-PSL-602,KING STREET,PAISLEY,PS4,2NN,ENG001,John MacDonald,ST,63
W2300319,W2300314,PERTH,PERTH,ASSET-1048,Routine repair WO,No visible defect found on main,2,MR,NO  [Root WO: Gas in Property = NO],METER,PE joint re-made,Y,0,1,0,0,0,PEND,2026-05-27 15:00:11,2026-05-27 06:52:00,2026-05-27 15:00:11,LOC-PRT-912,UNION STREET,PERTH,PR2,8QR,ENG014,Ross Campbell,CI,32
W2300320,W2300318,PAISLEY,PAISLEY,ASSET-9145,Emergency service connection,Temporary clamp applied,1,MR,YES,JOINT,Riser section replaced,Y,1,0,0,0,0,CLOSE,2026-05-27 09:46:24,2026-05-27 07:39:00,2026-05-27 09:46:24,LOC-PSL-250,MARKET STREET,PAISLEY,PS7,1SJ,ENG008,Craig Burns,PE,63
W2300321,W2300320,DUNDEE,DUNDEE,ASSET-9679,Meter bypass repair,Excavation required,4,IR,NO  [Root WO: Gas in Property = NO],JOINT,Valve replaced,N,0,1,0,0,0,PEND,2026-05-27 14:37:20,2026-05-27 11:32:00,2026-05-27 14:37:20,LOC-DND-011,CHURCH STREET,DUNDEE,DN4,8FF,ENG014,Ross Campbell,CI,100
W2300322,W2300318,GLASGOW,GLASGOW,ASSET-0113,Meter bypass repair,Excavation required,1,IR,NO  [Root WO: Gas in Property = YES],MAIN,Monitor and review,Y,0,0,1,0,0,OPEN,2026-05-26 14:28:42,2026-05-26 06:07:00,2026-05-26 14:28:42,LOC-GLW-353,MARKET STREET,GLASGOW,GL1,1CD,ENG005,Fiona Cameron,PE,150
W2300323,W2300322,EDINBURGH,EDINBURGH,ASSET-7998,PE pipe section renewal,Temporary clamp applied,1,IR,NO  [Root WO: Gas in Property = NO],SERVICE PIPE,Valve replaced,N,0,0,0,1,0,PEND,2026-05-27 11:46:39,2026-05-27 09:28:00,2026-05-27 11:46:39,LOC-EDI-721,BUCHANAN STREET,EDINBURGH,ED4,8FY,ENG012,Neil Forsyth,CI,250
W2300324,W2300322,INVERNESS,INVERNESS,ASSET-4182,Pressure drop investigation,Corrosion on steel riser above ground,2,ME,NO  [Root WO: Gas in Property = NO],JOINT,Valve replaced,Y,0,0,0,1,0,CLOSE,2026-05-26 17:49:26,2026-05-26 10:29:00,2026-05-26 17:49:26,LOC-INV-592,VICTORIA ROAD,INVERNESS,IN8,5UX,ENG001,John MacDonald,AC,25
W2300325,W2300315,GLASGOW,GLASGOW,ASSET-1495,PE pipe section renewal,Customer reported smell,4,EM,NO,METER,Clamp fitted,N,1,0,0,0,0,COMP,2026-05-27 15:04:12,2026-05-27 07:34:00,2026-05-27 15:04:12,LOC-GLW-344,CHURCH STREET,GLASGOW,GL5,9ZU,ENG001,John MacDonald,CI,25
W2300326,W2300325,STIRLING,STIRLING,ASSET-9046,Meter bypass repair,PE joint failure on low pressure,3,ME,NO  [Root WO: Gas in Property = NO],VALVE,Riser section replaced,N,0,0,0,1,0,PEND,2026-05-27 19:50:53,2026-05-27 11:27:00,2026-05-27 19:50:53,LOC-STL-336,HIGH STREET,STIRLING,ST1,1ZT,ENG005,Fiona Cameron,ST,32
W2300327,W2300324,EDINBURGH,EDINBURGH,ASSET-0431,Meter bypass repair,Leak found at joint under pavement,1,ME,YES,RISER,PE joint re-made,N,0,1,0,0,0,CLOSE,2026-05-26 14:22:05,2026-05-26 07:09:00,2026-05-26 14:22:05,LOC-EDI-026,KING STREET,EDINBURGH,ED1,5FE,ENG003,Catriona Stewart,ST,250
W2300328,W2300325,MOTHERWELL,MOTHERWELL,ASSET-4868,Main repair following excavation,Isolation required,3,IR,NO  [Root WO: Gas in Property = YES],JOINT,Clamp fitted,Y,0,0,0,1,0,OPEN,2026-05-26 12:30:36,2026-05-26 09:28:00,2026-05-26 12:30:36,LOC-MTH-071,BUCHANAN STREET,MOTHERWELL,MT8,2QK,ENG006,Kevin McAllister,AC,32
W2300329,W2300321,MOTHERWELL,MOTHERWELL,ASSET-7641,Meter bypass repair,Isolation required,4,ME,NO,JOINT,Riser section replaced,N,0,1,0,0,0,OPEN,2026-05-26 17:46:52,2026-05-26 11:20:00,2026-05-26 17:46:52,LOC-MTH-952,MAIN STREET,MOTHERWELL,MT5,2ZG,ENG006,Kevin McAllister,CI,25
W2300330,W2300325,GLASGOW,GLASGOW,ASSET-3931,Joint failure investigation,Excavation required,2,ME,NO,SERVICE PIPE,Clamp fitted,N,0,0,0,0,1,PEND,2026-05-26 16:44:31,2026-05-26 12:54:00,2026-05-26 16:44:31,LOC-GLW-052,HIGH STREET,GLASGOW,GL3,6TX,ENG012,Neil Forsyth,CI,63
W2300331,W2300324,AYR,AYR,ASSET-9487,Pressure drop investigation,No visible defect found on main,4,ME,NO  [Root WO: Gas in Property = YES],VALVE,Pipe section renewed,N,1,0,0,0,0,OPEN,2026-05-26 11:54:46,2026-05-26 06:55:00,2026-05-26 11:54:46,LOC-AYR-919,MAIN STREET,AYR,AY6,5JQ,ENG005,Fiona Cameron,CI,150
W2300332,W2300322,EDINBURGH,EDINBURGH,ASSET-6373,Service riser inspection,No visible defect found on main,4,EM,NO  [Root WO: Gas in Property = NO],RISER,PE joint re-made,Y,0,0,0,0,1,OPEN,2026-05-27 14:09:23,2026-05-27 09:58:00,2026-05-27 14:09:23,LOC-EDI-469,CHURCH STREET,EDINBURGH,ED4,5IA,ENG009,Lorna Mitchell,PE,250
W2300333,W2300327,INVERNESS,INVERNESS,ASSET-4290,PE pipe section renewal,Excavation required,1,EM,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,Y,1,0,0,0,0,CLOSE,2026-05-27 15:12:27,2026-05-27 09:24:00,2026-05-27 15:12:27,LOC-INV-771,ARGYLE STREET,INVERNESS,IN2,2AI,ENG015,Diane Kerr,PE,32
W2300334,W2300325,AYR,AYR,ASSET-0675,PE pipe section renewal,Bypass valve faulty,4,EM,NO  [Root WO: Gas in Property = YES],METER,Monitor and review,Y,0,0,1,0,0,COMP,2026-05-27 17:58:32,2026-05-27 12:55:00,2026-05-27 17:58:32,LOC-AYR-331,UNION STREET,AYR,AY7,7WJ,ENG002,Alistair Fraser,CI,150
W2300335,W2300327,PERTH,PERTH,ASSET-3116,Gas smell report investigation,Isolation required,1,ME,NO  [Root WO: Gas in Property = NO],METER,Valve replaced,N,0,1,0,0,0,CLOSE,2026-05-26 15:17:13,2026-05-26 09:05:00,2026-05-26 15:17:13,LOC-PRT-988,UNION STREET,PERTH,PR2,1OD,ENG003,Catriona Stewart,PE,200
W2300336,W2300332,GLASGOW,GLASGOW,ASSET-8892,Corrosion repair on main,Excavation required,2,EM,YES,RISER,Isolation applied,Y,0,0,0,0,1,PEND,2026-05-27 15:12:32,2026-05-27 06:44:00,2026-05-27 15:12:32,LOC-GLW-961,VICTORIA ROAD,GLASGOW,GL9,5YV,ENG011,Sandra Gillies,AC,150
W2300337,W2300330,PAISLEY,PAISLEY,ASSET-5251,Service pipe leak repair,Isolation required,2,MR,YES,JOINT,Temporary repair applied,Y,0,0,0,1,0,OPEN,2026-05-26 16:17:21,2026-05-26 07:54:00,2026-05-26 16:17:21,LOC-PSL-616,BUCHANAN STREET,PAISLEY,PS4,5JQ,ENG004,Douglas Reid,CI,63
W2300338,W2300333,MOTHERWELL,MOTHERWELL,ASSET-7839,PE pipe section renewal,No visible defect found on main,3,MR,NO  [Root WO: Gas in Property = NO],MAIN,Isolation applied,N,0,1,0,0,0,COMP,2026-05-26 15:26:30,2026-05-26 11:49:00,2026-05-26 15:26:30,LOC-MTH-231,CHURCH STREET,MOTHERWELL,MT3,1AE,ENG007,Morag Henderson,CI,150
W2300339,W2300336,GLASGOW,GLASGOW,ASSET-0179,Main repair following excavation,Isolation required,2,IR,NO  [Root WO: Gas in Property = YES],SERVICE PIPE,Section replaced with PE,Y,0,0,0,1,0,OPEN,2026-05-27 15:51:38,2026-05-27 11:23:00,2026-05-27 15:51:38,LOC-GLW-959,CHURCH STREET,GLASGOW,GL2,8WY,ENG009,Lorna Mitchell,PE,200
W2300340,W2300335,PAISLEY,PAISLEY,ASSET-2609,Routine repair WO,PE joint failure on low pressure,2,ME,NO  [Root WO: Gas in Property = NO],MAIN,PE joint re-made,N,0,0,0,1,0,COMP,2026-05-27 09:11:39,2026-05-27 07:05:00,2026-05-27 09:11:39,LOC-PSL-208,BUCHANAN STREET,PAISLEY,PS3,7XQ,ENG015,Diane Kerr,PE,200
W2300341,W2300331,INVERNESS,INVERNESS,ASSET-7809,Meter bypass repair,Temporary clamp applied,3,IR,NO  [Root WO: Gas in Property = NO],MAIN,Riser section replaced,N,0,1,0,0,0,OPEN,2026-05-26 12:53:06,2026-05-26 07:28:00,2026-05-26 12:53:06,LOC-INV-353,MAIN STREET,INVERNESS,IN4,8EJ,ENG006,Kevin McAllister,PE,25
W2300342,W2300338,STIRLING,STIRLING,ASSET-3414,Corrosion repair on main,No visible defect found on main,3,MR,NO  [Root WO: Gas in Property = NO],VALVE,Clamp fitted,Y,0,0,0,0,1,COMP,2026-05-26 09:09:17,2026-05-26 06:59:00,2026-05-26 09:09:17,LOC-STL-029,ARGYLE STREET,STIRLING,ST2,3LJ,ENG015,Diane Kerr,ST,25
W2300343,W2300336,STIRLING,STIRLING,ASSET-2177,Service riser inspection,Isolation required,3,IR,NO  [Root WO: Gas in Property = YES],METER,Valve replaced,Y,1,0,0,0,0,CLOSE,2026-05-27 12:50:15,2026-05-27 10:11:00,2026-05-27 12:50:15,LOC-STL-057,PRINCES STREET,STIRLING,ST3,2ZQ,ENG013,Lynn Murray,AC,63
W2300344,W2300336,ABERDEEN,ABERDEEN,ASSET-9127,Gas smell report investigation,Isolation required,1,MR,NO  [Root WO: Gas in Property = YES],RISER,Section replaced with PE,Y,0,0,0,1,0,PEND,2026-05-27 10:44:09,2026-05-27 07:40:00,2026-05-27 10:44:09,LOC-ABD-809,UNION STREET,ABERDEEN,AB5,2HQ,ENG015,Diane Kerr,ST,100
W2300345,W2300344,INVERNESS,INVERNESS,ASSET-9676,Corrosion repair on main,No visible defect found on main,2,MR,YES,VALVE,Clamp fitted,Y,0,0,0,1,0,CLOSE,2026-05-26 14:04:22,2026-05-26 10:53:00,2026-05-26 14:04:22,LOC-INV-682,MAIN STREET,INVERNESS,IN8,1HL,ENG003,Catriona Stewart,CI,200
W2300346,W2300341,DUNDEE,DUNDEE,ASSET-5016,Meter bypass repair,PE joint failure on low pressure,2,ME,NO  [Root WO: Gas in Property = YES],METER,Isolation applied,N,0,0,1,0,0,OPEN,2026-05-26 11:40:53,2026-05-26 09:06:00,2026-05-26 11:40:53,LOC-DND-096,HIGH STREET,DUNDEE,DN3,2ZQ,ENG014,Ross Campbell,CI,32
W2300347,W2300337,INVERNESS,INVERNESS,ASSET-5823,Joint failure investigation,Temporary clamp applied,1,MR,NO,RISER,Clamp fitted,N,0,0,0,0,1,PEND,2026-05-26 11:16:13,2026-05-26 08:14:00,2026-05-26 11:16:13,LOC-INV-590,CHURCH STREET,INVERNESS,IN6,3ES,ENG004,Douglas Reid,PE,25
W2300348,W2300342,ABERDEEN,ABERDEEN,ASSET-7367,Service pipe leak repair,No visible defect found on main,1,IR,NO  [Root WO: Gas in Property = YES],VALVE,Section replaced with PE,Y,1,0,0,0,0,CLOSE,2026-05-26 12:52:37,2026-05-26 10:30:00,2026-05-26 12:52:37,LOC-ABD-229,KING STREET,ABERDEEN,AB2,5CE,ENG009,Lorna Mitchell,ST,25
W2300349,W2300343,PERTH,PERTH,ASSET-7180,Meter bypass repair,Corrosion on steel riser above ground,3,ME,YES,RISER,Monitor and review,Y,0,1,0,0,0,COMP,2026-05-27 20:37:21,2026-05-27 11:44:00,2026-05-27 20:37:21,LOC-PRT-755,MARKET STREET,PERTH,PR8,9CV,ENG006,Kevin McAllister,AC,100
W2300350,W2300348,AYR,AYR,ASSET-6893,Routine repair WO,Corrosion on steel riser above ground,3,EM,NO  [Root WO: Gas in Property = YES],MAIN,Clamp fitted,N,0,0,0,1,0,CLOSE,2026-05-26 11:49:15,2026-05-26 09:27:00,2026-05-26 11:49:15,LOC-AYR-992,HIGH STREET,AYR,AY5,8XE,ENG002,Alistair Fraser,AC,250
W2300351,W2300348,EDINBURGH,EDINBURGH,ASSET-9951,Gas smell report investigation,Bypass valve faulty,3,MR,YES,VALVE,PE joint re-made,Y,0,0,1,0,0,PEND,2026-05-27 18:43:21,2026-05-27 10:56:00,2026-05-27 18:43:21,LOC-EDI-231,MARKET STREET,EDINBURGH,ED5,1AI,ENG006,Kevin McAllister,PE,250
W2300352,W2300351,MOTHERWELL,MOTHERWELL,ASSET-9919,Meter bypass repair,Customer reported smell,1,IR,NO  [Root WO: Gas in Property = YES],JOINT,Section replaced with PE,Y,0,0,0,0,1,PEND,2026-05-27 17:48:59,2026-05-27 11:47:00,2026-05-27 17:48:59,LOC-MTH-946,HIGH STREET,MOTHERWELL,MT9,8AW,ENG002,Alistair Fraser,ST,25
W2300353,W2300345,MOTHERWELL,MOTHERWELL,ASSET-8509,Gas smell report investigation,Root damage identified,3,IR,NO  [Root WO: Gas in Property = NO],JOINT,Section replaced with PE,N,0,0,0,1,0,COMP,2026-05-27 16:45:17,2026-05-27 11:27:00,2026-05-27 16:45:17,LOC-MTH-564,MAIN STREET,MOTHERWELL,MT9,9IT,ENG008,Craig Burns,AC,100
W2300354,W2300353,EDINBURGH,EDINBURGH,ASSET-3299,Joint failure investigation,Corrosion on steel riser above ground,2,ME,NO  [Root WO: Gas in Property = YES],VALVE,Valve replaced,Y,1,0,0,0,0,OPEN,2026-05-27 12:16:26,2026-05-27 07:42:00,2026-05-27 12:16:26,LOC-EDI-657,BUCHANAN STREET,EDINBURGH,ED9,6CO,ENG013,Lynn Murray,AC,150
W2300355,W2300353,PAISLEY,PAISLEY,ASSET-6235,PE pipe section renewal,Excavation required,4,MR,NO  [Root WO: Gas in Property = NO],VALVE,Pipe section renewed,N,0,0,0,0,1,COMP,2026-05-27 17:47:45,2026-05-27 12:55:00,2026-05-27 17:47:45,LOC-PSL-097,CHURCH STREET,PAISLEY,PS7,6HD,ENG002,Alistair Fraser,AC,200
W2300356,W2300351,DUNDEE,DUNDEE,ASSET-3021,PE pipe section renewal,PE joint failure on low pressure,2,IR,NO  [Root WO: Gas in Property = NO],RISER,Section replaced with PE,N,0,1,0,0,0,PEND,2026-05-26 11:03:25,2026-05-26 06:06:00,2026-05-26 11:03:25,LOC-DND-965,ARGYLE STREET,DUNDEE,DN3,3TW,ENG011,Sandra Gillies,CI,25
W2300357,W2300354,GLASGOW,GLASGOW,ASSET-3624,Joint failure investigation,Excavation required,2,EM,NO,VALVE,Section replaced with PE,N,0,0,1,0,0,PEND,2026-05-26 16:00:59,2026-05-26 10:00:00,2026-05-26 16:00:59,LOC-GLW-803,PRINCES STREET,GLASGOW,GL3,3JY,ENG015,Diane Kerr,AC,32
W2300358,W2300354,INVERNESS,INVERNESS,ASSET-7245,Routine repair WO,Customer reported smell,1,EM,NO  [Root WO: Gas in Property = NO],MAIN,Temporary repair applied,Y,0,0,0,1,0,PEND,2026-05-26 11:13:41,2026-05-26 06:27:00,2026-05-26 11:13:41,LOC-INV-987,CHURCH STREET,INVERNESS,IN1,6YM,ENG011,Sandra Gillies,CI,150
W2300359,W2300355,GLASGOW,GLASGOW,ASSET-7485,Service riser inspection,No visible defect found on main,4,ME,NO  [Root WO: Gas in Property = NO],JOINT,Pipe section renewed,Y,0,0,0,0,1,COMP,2026-05-27 12:25:20,2026-05-27 08:36:00,2026-05-27 12:25:20,LOC-GLW-457,HIGH STREET,GLASGOW,GL7,8DH,ENG005,Fiona Cameron,AC,25
W2300360,W2300358,AYR,AYR,ASSET-9574,Main repair following excavation,PE joint failure on low pressure,2,IR,YES,SERVICE PIPE,Valve replaced,Y,0,0,0,1,0,COMP,2026-05-26 14:15:53,2026-05-26 08:13:00,2026-05-26 14:15:53,LOC-AYR-324,MAIN STREET,AYR,AY9,8MW,ENG013,Lynn Murray,AC,25
W2300361,W2300356,EDINBURGH,EDINBURGH,ASSET-2833,Meter bypass repair,Bypass valve faulty,2,EM,YES,MAIN,Monitor and review,Y,0,1,0,0,0,COMP,2026-05-26 19:04:18,2026-05-26 12:30:00,2026-05-26 19:04:18,LOC-EDI-270,ARGYLE STREET,EDINBURGH,ED3,6VR,ENG010,Brian Thomson,PE,25
W2300362,W2300354,EDINBURGH,EDINBURGH,ASSET-0393,Valve replacement,Temporary clamp applied,2,EM,YES,VALVE,Pipe section renewed,N,0,1,0,0,0,CLOSE,2026-05-26 17:12:44,2026-05-26 13:06:00,2026-05-26 17:12:44,LOC-EDI-810,MARKET STREET,EDINBURGH,ED6,5IU,ENG015,Diane Kerr,ST,25
W2300363,W2300360,MOTHERWELL,MOTHERWELL,ASSET-8095,PE pipe section renewal,Corrosion on steel riser above ground,4,ME,YES,VALVE,Isolation applied,N,0,0,1,0,0,PEND,2026-05-27 18:43:37,2026-05-27 10:34:00,2026-05-27 18:43:37,LOC-MTH-837,PRINCES STREET,MOTHERWELL,MT9,7ZG,ENG013,Lynn Murray,ST,32
W2300364,W2300363,INVERNESS,INVERNESS,ASSET-4961,Routine repair WO,Bypass valve faulty,4,EM,NO  [Root WO: Gas in Property = YES],METER,Temporary repair applied,N,0,0,0,1,0,OPEN,2026-05-26 20:00:19,2026-05-26 12:27:00,2026-05-26 20:00:19,LOC-INV-103,PRINCES STREET,INVERNESS,IN2,2LA,ENG001,John MacDonald,CI,63
W2300365,W2300360,EDINBURGH,EDINBURGH,ASSET-1880,Joint failure investigation,Root damage identified,1,IR,YES,RISER,PE joint re-made,Y,0,1,0,0,0,COMP,2026-05-27 15:34:11,2026-05-27 08:26:00,2026-05-27 15:34:11,LOC-EDI-389,HIGH STREET,EDINBURGH,ED8,3TE,ENG005,Fiona Cameron,AC,150
W2300366,W2300364,DUNDEE,DUNDEE,ASSET-5112,Main repair following excavation,Leak found at joint under pavement,2,ME,NO  [Root WO: Gas in Property = NO],MAIN,Temporary repair applied,N,0,0,0,0,1,OPEN,2026-05-26 16:53:56,2026-05-26 11:51:00,2026-05-26 16:53:56,LOC-DND-786,MARKET STREET,DUNDEE,DN7,2SM,ENG003,Catriona Stewart,AC,63
W2300367,W2300359,ABERDEEN,ABERDEEN,ASSET-2253,Corrosion repair on main,No visible defect found on main,1,IR,YES,RISER,Pipe section renewed,N,0,0,1,0,0,PEND,2026-05-26 11:19:01,2026-05-26 06:13:00,2026-05-26 11:19:01,LOC-ABD-716,ARGYLE STREET,ABERDEEN,AB2,7RF,ENG002,Alistair Fraser,CI,100
W2300368,W2300366,EDINBURGH,EDINBURGH,ASSET-4166,Emergency service connection,Root damage identified,1,ME,YES,RISER,Clamp fitted,Y,1,0,0,0,0,PEND,2026-05-27 13:33:23,2026-05-27 10:38:00,2026-05-27 13:33:23,LOC-EDI-299,MAIN STREET,EDINBURGH,ED4,9VW,ENG001,John MacDonald,PE,100
W2300369,W2300361,EDINBURGH,EDINBURGH,ASSET-1877,Gas smell report investigation,No visible defect found on main,3,MR,NO  [Root WO: Gas in Property = NO],RISER,Pipe section renewed,N,0,0,0,1,0,CLOSE,2026-05-26 15:11:59,2026-05-26 08:20:00,2026-05-26 15:11:59,LOC-EDI-514,HIGH STREET,EDINBURGH,ED5,1UH,ENG015,Diane Kerr,AC,200
W2300370,W2300364,AYR,AYR,ASSET-2672,Meter bypass repair,Root damage identified,3,MR,NO  [Root WO: Gas in Property = NO],JOINT,Riser section replaced,N,0,0,0,1,0,PEND,2026-05-27 15:00:03,2026-05-27 09:38:00,2026-05-27 15:00:03,LOC-AYR-957,MARKET STREET,AYR,AY3,1KG,ENG002,Alistair Fraser,PE,250
W2300371,W2300365,PERTH,PERTH,ASSET-9475,Valve replacement,Excavation required,3,IR,NO  [Root WO: Gas in Property = NO],RISER,Isolation applied,N,0,0,1,0,0,OPEN,2026-05-27 17:09:23,2026-05-27 12:31:00,2026-05-27 17:09:23,LOC-PRT-403,KING STREET,PERTH,PR2,4HN,ENG012,Neil Forsyth,CI,150
W2300372,W2300367,AYR,AYR,ASSET-0199,Pressure drop investigation,Customer reported smell,3,MR,NO,SERVICE PIPE,PE joint re-made,N,0,0,1,0,0,CLOSE,2026-05-26 19:45:09,2026-05-26 10:46:00,2026-05-26 19:45:09,LOC-AYR-197,PRINCES STREET,AYR,AY2,1AO,ENG007,Morag Henderson,PE,63
W2300373,W2300363,INVERNESS,INVERNESS,ASSET-0703,Service pipe leak repair,Corrosion on steel riser above ground,1,MR,NO  [Root WO: Gas in Property = YES],METER,Section replaced with PE,N,0,0,1,0,0,COMP,2026-05-27 15:54:48,2026-05-27 07:34:00,2026-05-27 15:54:48,LOC-INV-552,KING STREET,INVERNESS,IN8,1AL,ENG004,Douglas Reid,AC,63
