LDZ,Depot,Workstream,Engineer,Engineer Name,Team Manager Name,Workorder No.,Job Type,Job Priority,Actual Start,Actual Finish,Time On Site (HH:MM:SS),Duration (Hours)
NE,GATESHEAD,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5601481,IR,E2,2026-05-23 07:40:00,2026-05-23 22:52:00,15:12:00,15.2
NE,SUNDERLAND,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5601482,ME,E1,2026-05-27 07:39:00,2026-05-27 21:51:00,14:12:00,14.2
SO,BOURNEMOUTH,EMERGENCY,ENG051,Wendy Nash,Phil Russell,W5601483,EM,R1,2026-05-23 07:14:00,2026-05-23 20:08:00,12:54:00,12.9
NT,LINCOLN,EMERGENCY,ENG060,Barry Noon,Sue Holt,W5601484,RO,R2,2026-05-27 08:02:00,2026-05-27 11:32:00,03:30:00,3.5
NT,DERBY,REPAIR,ENG061,Cathy Dean,Sue Holt,W5601485,ME,E2,2026-05-22 08:08:00,2026-05-22 22:08:00,14:00:00,14.0
SC,INVERNESS,ROUTINE,ENG005,Fiona Cameron,Gordon Shaw,W5601486,MR,E1,2026-05-22 08:36:00,2026-05-22 18:00:00,09:24:00,9.4
NW,STOCKPORT,INSPECTION,ENG013,Helen Morris,Dave Clarke,W5601487,MR,E2,2026-05-26 11:41:00,2026-05-26 16:41:00,05:00:00,5.0
EA,IPSWICH,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5601488,RO,E1,2026-05-22 07:09:00,2026-05-22 13:51:00,06:42:00,6.7
EA,PETERBOROUGH,REPAIR,ENG023,Sharon King,Anne Foster,W5601489,ME,R2,2026-05-25 06:48:00,2026-05-25 10:48:00,04:00:00,4.0
WM,WALSALL,EMERGENCY,ENG043,Diane Hunt,Tom Avery,W5601490,ME,R1,2026-05-27 06:46:00,2026-05-27 15:22:00,08:36:00,8.6
NT,LEICESTER,METERING,ENG060,Barry Noon,Sue Holt,W5601491,MR,R1,2026-05-23 10:33:00,2026-05-23 13:33:00,03:00:00,3.0
NW,STOCKPORT,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5601492,EM,E2,2026-05-22 06:27:00,2026-05-22 10:33:00,04:05:59,4.1
SO,SALISBURY,INSPECTION,ENG050,Phil Hodgkins,Phil Russell,W5601493,MR,M2,2026-05-23 11:39:00,2026-05-24 00:15:00,12:36:00,12.6
SE,GUILDFORD,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5601494,IR,E1,2026-05-25 06:09:00,2026-05-25 13:57:00,07:48:00,7.8
SE,BRIGHTON,EMERGENCY,ENG030,Stuart Porter,Ray Ingram,W5601495,RO,R1,2026-05-21 07:14:00,2026-05-21 16:14:00,09:00:00,9.0
NW,LIVERPOOL,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5601496,MR,R2,2026-05-25 06:34:00,2026-05-25 14:58:00,08:24:00,8.4
SC,INVERNESS,ROUTINE,ENG005,Fiona Cameron,Gordon Shaw,W5601497,IR,M2,2026-05-26 06:10:00,2026-05-26 15:04:00,08:54:00,8.9
NW,WARRINGTON,REPAIR,ENG010,Paul Dawson,Gary Williams,W5601498,RO,M2,2026-05-24 07:45:00,2026-05-24 11:27:00,03:42:00,3.7
NT,DERBY,METERING,ENG060,Barry Noon,Sue Holt,W5601499,MR,E1,2026-05-25 09:53:00,2026-05-25 13:17:00,03:24:00,3.4
NE,DURHAM,METERING,ENG070,Janet Robb,Bill Tyne,W5601500,ME,M2,2026-05-22 09:31:00,2026-05-23 00:49:00,15:18:00,15.3
WM,DUDLEY,EMERGENCY,ENG043,Diane Hunt,Tom Avery,W5601501,ME,R2,2026-05-23 11:52:00,2026-05-23 16:46:00,04:54:00,4.9
NE,GATESHEAD,METERING,ENG071,Alan Shaw,Bill Tyne,W5601502,MR,R2,2026-05-22 08:36:00,2026-05-22 13:36:00,05:00:00,5.0
EA,CAMBRIDGE,REPAIR,ENG023,Sharon King,Anne Foster,W5601503,EM,E1,2026-05-25 11:37:00,2026-05-25 14:07:00,02:30:00,2.5
SE,BRIGHTON,METERING,ENG030,Stuart Porter,Ray Ingram,W5601504,IR,M1,2026-05-21 07:49:00,2026-05-21 14:31:00,06:42:00,6.7
SC,PERTH,ROUTINE,ENG005,Fiona Cameron,Gordon Shaw,W5601505,EM,M2,2026-05-26 08:58:00,2026-05-26 21:16:00,12:18:00,12.3
WM,BIRMINGHAM,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5601506,IR,R1,2026-05-27 08:50:00,2026-05-27 14:44:00,05:54:00,5.9
EA,CAMBRIDGE,EMERGENCY,ENG021,Rachel Davies,Mark Booker,W5601507,MR,R2,2026-05-23 11:12:00,2026-05-24 02:06:00,14:54:00,14.9
NW,WIGAN,REPAIR,ENG011,Karen Simmons,Gary Williams,W5601508,EM,M1,2026-05-21 10:49:00,2026-05-21 23:25:00,12:36:00,12.6
SO,SOUTHAMPTON,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5601509,IR,E1,2026-05-27 06:23:00,2026-05-27 21:59:00,15:36:00,15.6
NT,LEICESTER,REPAIR,ENG060,Barry Noon,Sue Holt,W5601510,RO,E2,2026-05-22 09:13:00,2026-05-23 00:55:00,15:42:00,15.7
SE,HORSHAM,INSPECTION,ENG032,Colin James,Pat Nolan,W5601511,IR,M1,2026-05-25 11:11:00,2026-05-25 19:59:00,08:48:00,8.8
NW,WARRINGTON,INSPECTION,ENG014,Alan Sharp,Dave Clarke,W5601512,EM,E2,2026-05-22 07:00:00,2026-05-22 09:24:00,02:24:00,2.4
WM,WOLVERHAMPTON,INSPECTION,ENG040,Wayne Edwards,Mark Reygate,W5601513,EM,E2,2026-05-26 08:29:00,2026-05-26 14:59:00,06:30:00,6.5
SO,SALISBURY,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5601514,RO,M1,2026-05-22 10:32:00,2026-05-22 22:26:00,11:54:00,11.9
SE,EASTBOURNE,INSPECTION,ENG032,Colin James,Pat Nolan,W5601515,EM,M2,2026-05-23 11:07:00,2026-05-23 18:49:00,07:42:00,7.7
NT,LEICESTER,INSPECTION,ENG062,Fred Archer,Sue Holt,W5601516,RO,E1,2026-05-23 06:11:00,2026-05-23 21:17:00,15:06:00,15.1
NE,SUNDERLAND,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5601517,ME,M1,2026-05-22 11:44:00,2026-05-22 18:32:00,06:48:00,6.8
NW,STOCKPORT,REPAIR,ENG011,Karen Simmons,Gary Williams,W5601518,ME,R1,2026-05-23 06:25:00,2026-05-23 16:55:00,10:30:00,10.5
WM,BIRMINGHAM,REPAIR,ENG040,Wayne Edwards,Mark Reygate,W5601519,MR,E2,2026-05-22 10:50:00,2026-05-22 23:14:00,12:24:00,12.4
SC,DUNDEE,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5601520,EM,M1,2026-05-26 06:38:00,2026-05-26 15:26:00,08:48:00,8.8
WM,BIRMINGHAM,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5601521,EM,M2,2026-05-25 10:23:00,2026-05-25 13:41:00,03:18:00,3.3
SO,BASINGSTOKE,REPAIR,ENG050,Phil Hodgkins,Phil Russell,W5601522,ME,M2,2026-05-26 09:35:00,2026-05-27 00:29:00,14:54:00,14.9
NW,STOCKPORT,ROUTINE,ENG013,Helen Morris,Dave Clarke,W5601523,MR,R2,2026-05-25 11:30:00,2026-05-26 00:30:00,13:00:00,13.0
WM,STOKE,REPAIR,ENG043,Diane Hunt,Tom Avery,W5601524,MR,R1,2026-05-25 06:17:00,2026-05-25 19:59:00,13:42:00,13.7
EA,BEDFORD,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5601525,IR,E1,2026-05-21 11:06:00,2026-05-21 18:06:00,07:00:00,7.0
SE,MAIDSTONE,ROUTINE,ENG033,Julie Price,Pat Nolan,W5601526,MR,M2,2026-05-26 09:45:00,2026-05-26 21:27:00,11:42:00,11.7
SC,GLASGOW,METERING,ENG004,Douglas Reid,Graham Loan,W5601527,MR,R2,2026-05-27 08:08:00,2026-05-27 21:08:00,13:00:00,13.0
NT,LINCOLN,EMERGENCY,ENG061,Cathy Dean,Sue Holt,W5601528,IR,R2,2026-05-26 09:04:00,2026-05-26 21:34:00,12:30:00,12.5
SO,BASINGSTOKE,METERING,ENG052,Chris Lamb,Phil Russell,W5601529,EM,E2,2026-05-26 08:38:00,2026-05-26 11:56:00,03:18:00,3.3
SE,MAIDSTONE,REPAIR,ENG031,Tracey McIntyre,Ray Ingram,W5601530,ME,R2,2026-05-21 06:58:00,2026-05-21 18:16:00,11:18:00,11.3
SO,PORTSMOUTH,REPAIR,ENG051,Wendy Nash,Phil Russell,W5601531,EM,M2,2026-05-26 10:05:00,2026-05-26 23:23:00,13:18:00,13.3
NT,DERBY,REPAIR,ENG060,Barry Noon,Sue Holt,W5601532,RO,R2,2026-05-23 10:47:00,2026-05-23 16:35:00,05:48:00,5.8
WM,BIRMINGHAM,ROUTINE,ENG042,Steve Frost,Mark Reygate,W5601533,RO,M1,2026-05-25 08:29:00,2026-05-26 00:17:00,15:48:00,15.8
SO,BOURNEMOUTH,METERING,ENG052,Chris Lamb,Phil Russell,W5601534,IR,M2,2026-05-23 08:05:00,2026-05-23 19:05:00,11:00:00,11.0
NE,NEWCASTLE,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5601535,MR,R1,2026-05-27 08:49:00,2026-05-27 12:19:00,03:30:00,3.5
EA,IPSWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5601536,MR,E2,2026-05-27 06:36:00,2026-05-27 21:12:00,14:36:00,14.6
SO,SALISBURY,METERING,ENG050,Phil Hodgkins,Phil Russell,W5601537,RO,E2,2026-05-27 10:48:00,2026-05-27 22:36:00,11:48:00,11.8
WM,DUDLEY,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5601538,MR,E2,2026-05-25 07:32:00,2026-05-25 20:50:00,13:18:00,13.3
WM,STOKE,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5601539,MR,R2,2026-05-23 07:47:00,2026-05-23 10:41:00,02:54:00,2.9
NT,NOTTINGHAM,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5601540,IR,M2,2026-05-27 09:49:00,2026-05-27 23:25:00,13:36:00,13.6
SO,PORTSMOUTH,REPAIR,ENG051,Wendy Nash,Phil Russell,W5601541,EM,R2,2026-05-22 10:46:00,2026-05-22 13:58:00,03:12:00,3.2
SE,GUILDFORD,INSPECTION,ENG030,Stuart Porter,Ray Ingram,W5601542,IR,R1,2026-05-23 11:43:00,2026-05-24 00:31:00,12:48:00,12.8
SC,PAISLEY,REPAIR,ENG004,Douglas Reid,Graham Loan,W5601543,RO,R1,2026-05-27 08:51:00,2026-05-27 12:45:00,03:54:00,3.9
SE,HORSHAM,EMERGENCY,ENG031,Tracey McIntyre,Ray Ingram,W5601544,MR,R2,2026-05-26 08:02:00,2026-05-26 18:32:00,10:30:00,10.5
SO,SOUTHAMPTON,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5601545,RO,R2,2026-05-23 11:56:00,2026-05-23 17:08:00,05:12:00,5.2
EA,IPSWICH,REPAIR,ENG020,Mark Holloway,Mark Booker,W5601546,RO,E1,2026-05-26 08:52:00,2026-05-26 20:46:00,11:54:00,11.9
WM,WOLVERHAMPTON,METERING,ENG040,Wayne Edwards,Mark Reygate,W5601547,EM,R2,2026-05-27 06:42:00,2026-05-27 15:24:00,08:41:59,8.7
SC,STIRLING,ROUTINE,ENG002,Alistair Fraser,Steven Leckie,W5601548,ME,R1,2026-05-24 08:28:00,2026-05-24 16:46:00,08:18:00,8.3
SC,ABERDEEN,METERING,ENG003,Catriona Stewart,Graham Loan,W5601549,MR,M1,2026-05-23 08:15:00,2026-05-23 12:51:00,04:36:00,4.6
NE,NEWCASTLE,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5601550,ME,R1,2026-05-27 08:09:00,2026-05-27 18:27:00,10:18:00,10.3
SC,INVERNESS,REPAIR,ENG001,John MacDonald,Steven Leckie,W5601551,RO,M1,2026-05-21 07:19:00,2026-05-21 11:49:00,04:30:00,4.5
SC,ABERDEEN,REPAIR,ENG004,Douglas Reid,Graham Loan,W5601552,EM,R1,2026-05-24 06:03:00,2026-05-24 08:03:00,02:00:00,2.0
NE,DURHAM,ROUTINE,ENG071,Alan Shaw,Bill Tyne,W5601553,ME,M2,2026-05-26 06:24:00,2026-05-26 19:06:00,12:42:00,12.7
NT,DERBY,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5601554,MR,E2,2026-05-23 09:06:00,2026-05-23 11:42:00,02:36:00,2.6
NT,DERBY,REPAIR,ENG061,Cathy Dean,Sue Holt,W5601555,IR,R2,2026-05-26 11:59:00,2026-05-26 19:47:00,07:48:00,7.8
WM,BIRMINGHAM,INSPECTION,ENG043,Diane Hunt,Tom Avery,W5601556,IR,R1,2026-05-21 10:06:00,2026-05-21 19:18:00,09:12:00,9.2
SE,CROYDON,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5601557,EM,R2,2026-05-23 09:42:00,2026-05-23 14:00:00,04:18:00,4.3
SE,HORSHAM,ROUTINE,ENG032,Colin James,Pat Nolan,W5601558,ME,M2,2026-05-24 06:34:00,2026-05-24 21:34:00,15:00:00,15.0
SC,DUNDEE,REPAIR,ENG005,Fiona Cameron,Gordon Shaw,W5601559,EM,M2,2026-05-23 11:04:00,2026-05-23 14:58:00,03:54:00,3.9
NW,BLACKBURN,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5601560,RO,E1,2026-05-21 11:47:00,2026-05-21 19:53:00,08:06:00,8.1
NT,NOTTINGHAM,REPAIR,ENG061,Cathy Dean,Sue Holt,W5601561,RO,E2,2026-05-22 06:51:00,2026-05-22 09:39:00,02:48:00,2.8
NE,DURHAM,EMERGENCY,ENG072,Liz Cooke,Bill Tyne,W5601562,EM,R1,2026-05-27 07:24:00,2026-05-27 14:30:00,07:06:00,7.1
NT,MANSFIELD,METERING,ENG060,Barry Noon,Sue Holt,W5601563,MR,R1,2026-05-22 08:14:00,2026-05-22 21:08:00,12:54:00,12.9
WM,BIRMINGHAM,EMERGENCY,ENG040,Wayne Edwards,Mark Reygate,W5601564,MR,M1,2026-05-23 11:43:00,2026-05-23 19:25:00,07:42:00,7.7
NE,DURHAM,INSPECTION,ENG070,Janet Robb,Bill Tyne,W5601565,MR,R1,2026-05-22 08:55:00,2026-05-22 22:25:00,13:30:00,13.5
NT,MANSFIELD,REPAIR,ENG062,Fred Archer,Sue Holt,W5601566,EM,R1,2026-05-25 07:29:00,2026-05-25 13:29:00,06:00:00,6.0
SE,GUILDFORD,EMERGENCY,ENG030,Stuart Porter,Ray Ingram,W5601567,ME,E2,2026-05-23 08:59:00,2026-05-23 20:35:00,11:36:00,11.6
EA,IPSWICH,EMERGENCY,ENG023,Sharon King,Anne Foster,W5601568,ME,M2,2026-05-23 09:25:00,2026-05-23 20:25:00,11:00:00,11.0
SE,EASTBOURNE,EMERGENCY,ENG031,Tracey McIntyre,Ray Ingram,W5601569,RO,R1,2026-05-24 08:30:00,2026-05-24 22:24:00,13:54:00,13.9
EA,NORWICH,REPAIR,ENG022,Peter Wong,Mark Booker,W5601570,RO,R2,2026-05-23 06:26:00,2026-05-23 14:50:00,08:24:00,8.4
SO,BOURNEMOUTH,EMERGENCY,ENG050,Phil Hodgkins,Phil Russell,W5601571,RO,E1,2026-05-24 10:06:00,2026-05-25 01:18:00,15:12:00,15.2
NW,LIVERPOOL,ROUTINE,ENG014,Alan Sharp,Dave Clarke,W5601572,RO,R1,2026-05-21 07:22:00,2026-05-21 12:58:00,05:36:00,5.6
SC,STIRLING,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5601573,EM,M1,2026-05-22 08:47:00,2026-05-22 15:41:00,06:54:00,6.9
WM,DUDLEY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5601574,EM,E2,2026-05-23 07:10:00,2026-05-23 10:16:00,03:06:00,3.1
NT,LEICESTER,ROUTINE,ENG060,Barry Noon,Sue Holt,W5601575,MR,R1,2026-05-24 10:13:00,2026-05-24 23:37:00,13:24:00,13.4
SO,PORTSMOUTH,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5601576,ME,E2,2026-05-24 08:02:00,2026-05-24 19:14:00,11:12:00,11.2
WM,COVENTRY,EMERGENCY,ENG041,Una Cowling,Mark Reygate,W5601577,MR,M2,2026-05-23 09:50:00,2026-05-23 19:02:00,09:12:00,9.2
SE,BRIGHTON,METERING,ENG033,Julie Price,Pat Nolan,W5601578,ME,R2,2026-05-21 10:58:00,2026-05-22 00:52:00,13:54:00,13.9
NW,STOCKPORT,REPAIR,ENG013,Helen Morris,Dave Clarke,W5601579,ME,E2,2026-05-26 09:28:00,2026-05-26 22:28:00,13:00:00,13.0
WM,BIRMINGHAM,METERING,ENG043,Diane Hunt,Tom Avery,W5601580,IR,E2,2026-05-21 10:00:00,2026-05-22 01:00:00,15:00:00,15.0
SO,BASINGSTOKE,REPAIR,ENG052,Chris Lamb,Phil Russell,W5601581,EM,R2,2026-05-27 11:11:00,2026-05-27 20:47:00,09:36:00,9.6
NT,MANSFIELD,EMERGENCY,ENG062,Fred Archer,Sue Holt,W5601582,EM,M1,2026-05-21 11:43:00,2026-05-21 16:07:00,04:24:00,4.4
NT,DERBY,ROUTINE,ENG061,Cathy Dean,Sue Holt,W5601583,MR,M2,2026-05-27 11:53:00,2026-05-27 20:11:00,08:18:00,8.3
NT,MANSFIELD,ROUTINE,ENG060,Barry Noon,Sue Holt,W5601584,MR,M2,2026-05-21 06:37:00,2026-05-21 20:07:00,13:30:00,13.5
NE,NEWCASTLE,INSPECTION,ENG070,Janet Robb,Bill Tyne,W5601585,EM,E2,2026-05-23 06:05:00,2026-05-23 10:53:00,04:48:00,4.8
EA,NORWICH,EMERGENCY,ENG023,Sharon King,Anne Foster,W5601586,ME,R2,2026-05-26 08:52:00,2026-05-26 20:04:00,11:12:00,11.2
SO,PORTSMOUTH,REPAIR,ENG052,Chris Lamb,Phil Russell,W5601587,IR,E2,2026-05-24 11:49:00,2026-05-25 00:25:00,12:36:00,12.6
EA,CAMBRIDGE,EMERGENCY,ENG023,Sharon King,Anne Foster,W5601588,EM,R2,2026-05-26 09:11:00,2026-05-26 19:29:00,10:18:00,10.3
SC,ABERDEEN,INSPECTION,ENG002,Alistair Fraser,Steven Leckie,W5601589,MR,E2,2026-05-22 09:25:00,2026-05-22 15:55:00,06:30:00,6.5
WM,STOKE,ROUTINE,ENG042,Steve Frost,Mark Reygate,W5601590,ME,R1,2026-05-22 10:40:00,2026-05-22 13:04:00,02:24:00,2.4
SO,BASINGSTOKE,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5601591,ME,M1,2026-05-21 08:43:00,2026-05-21 23:25:00,14:42:00,14.7
SC,DUNDEE,METERING,ENG004,Douglas Reid,Graham Loan,W5601592,IR,E2,2026-05-27 08:49:00,2026-05-27 20:25:00,11:36:00,11.6
SE,HORSHAM,ROUTINE,ENG031,Tracey McIntyre,Ray Ingram,W5601593,RO,E2,2026-05-24 11:13:00,2026-05-24 14:31:00,03:18:00,3.3
NT,DERBY,ROUTINE,ENG060,Barry Noon,Sue Holt,W5601594,ME,E1,2026-05-21 08:56:00,2026-05-21 14:08:00,05:12:00,5.2
SO,PORTSMOUTH,EMERGENCY,ENG051,Wendy Nash,Phil Russell,W5601595,IR,R2,2026-05-23 09:33:00,2026-05-23 21:57:00,12:24:00,12.4
NE,DURHAM,ROUTINE,ENG070,Janet Robb,Bill Tyne,W5601596,EM,M2,2026-05-22 08:59:00,2026-05-22 11:53:00,02:54:00,2.9
NE,NEWCASTLE,METERING,ENG071,Alan Shaw,Bill Tyne,W5601597,ME,M2,2026-05-23 09:56:00,2026-05-23 19:50:00,09:54:00,9.9
NW,BLACKBURN,REPAIR,ENG013,Helen Morris,Dave Clarke,W5601598,EM,E1,2026-05-23 10:45:00,2026-05-23 17:27:00,06:42:00,6.7
SC,PAISLEY,ROUTINE,ENG004,Douglas Reid,Graham Loan,W5601599,IR,M2,2026-05-22 09:05:00,2026-05-22 12:41:00,03:36:00,3.6
SO,BOURNEMOUTH,ROUTINE,ENG050,Phil Hodgkins,Phil Russell,W5601600,EM,E2,2026-05-22 10:57:00,2026-05-23 00:15:00,13:18:00,13.3
NT,NOTTINGHAM,ROUTINE,ENG060,Barry Noon,Sue Holt,W5601601,ME,M2,2026-05-21 08:39:00,2026-05-21 21:27:00,12:48:00,12.8
SE,HORSHAM,INSPECTION,ENG032,Colin James,Pat Nolan,W5601602,EM,R2,2026-05-27 10:33:00,2026-05-27 20:39:00,10:06:00,10.1
SC,EDINBURGH,ROUTINE,ENG006,Kevin McAllister,Gordon Shaw,W5601603,ME,R1,2026-05-22 09:55:00,2026-05-22 19:55:00,10:00:00,10.0
WM,BIRMINGHAM,ROUTINE,ENG043,Diane Hunt,Tom Avery,W5601604,MR,E1,2026-05-27 09:51:00,2026-05-27 14:51:00,05:00:00,5.0
SC,PAISLEY,REPAIR,ENG003,Catriona Stewart,Graham Loan,W5601605,MR,R2,2026-05-22 09:44:00,2026-05-22 15:44:00,06:00:00,6.0
EA,BEDFORD,REPAIR,ENG022,Peter Wong,Mark Booker,W5601606,RO,R1,2026-05-24 07:08:00,2026-05-24 11:26:00,04:18:00,4.3
NE,NEWCASTLE,INSPECTION,ENG072,Liz Cooke,Bill Tyne,W5601607,IR,E1,2026-05-22 11:21:00,2026-05-23 00:39:00,13:18:00,13.3
SO,BASINGSTOKE,EMERGENCY,ENG051,Wendy Nash,Phil Russell,W5601608,EM,R1,2026-05-27 11:11:00,2026-05-27 20:59:00,09:48:00,9.8
NT,LINCOLN,INSPECTION,ENG060,Barry Noon,Sue Holt,W5601609,ME,M2,2026-05-26 06:12:00,2026-05-26 10:48:00,04:36:00,4.6
EA,PETERBOROUGH,INSPECTION,ENG022,Peter Wong,Mark Booker,W5601610,MR,R1,2026-05-21 06:39:00,2026-05-21 13:51:00,07:12:00,7.2
EA,BEDFORD,METERING,ENG022,Peter Wong,Mark Booker,W5601611,RO,R2,2026-05-22 06:15:00,2026-05-22 09:21:00,03:06:00,3.1
SO,PORTSMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5601612,IR,M2,2026-05-24 09:19:00,2026-05-24 19:01:00,09:42:00,9.7
SO,BOURNEMOUTH,ROUTINE,ENG052,Chris Lamb,Phil Russell,W5601613,MR,R2,2026-05-25 11:01:00,2026-05-25 21:43:00,10:42:00,10.7
SE,MAIDSTONE,INSPECTION,ENG032,Colin James,Pat Nolan,W5601614,RO,E2,2026-05-22 10:33:00,2026-05-22 22:21:00,11:48:00,11.8
NW,MANCHESTER,METERING,ENG013,Helen Morris,Dave Clarke,W5601615,EM,M2,2026-05-21 07:38:00,2026-05-21 10:38:00,03:00:00,3.0
SE,BRIGHTON,EMERGENCY,ENG030,Stuart Porter,Ray Ingram,W5601616,RO,M2,2026-05-23 10:28:00,2026-05-23 23:34:00,13:06:00,13.1
WM,WOLVERHAMPTON,ROUTINE,ENG040,Wayne Edwards,Mark Reygate,W5601617,IR,E1,2026-05-21 10:50:00,2026-05-21 13:38:00,02:48:00,2.8
WM,WOLVERHAMPTON,INSPECTION,ENG042,Steve Frost,Mark Reygate,W5601618,IR,M1,2026-05-24 08:15:00,2026-05-24 12:51:00,04:36:00,4.6
NT,LEICESTER,METERING,ENG061,Cathy Dean,Sue Holt,W5601619,RO,R1,2026-05-22 07:04:00,2026-05-22 13:28:00,06:24:00,6.4
NE,GATESHEAD,METERING,ENG071,Alan Shaw,Bill Tyne,W5601620,RO,M1,2026-05-22 07:02:00,2026-05-22 22:20:00,15:18:00,15.3
SE,EASTBOURNE,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5601621,RO,M2,2026-05-26 06:06:00,2026-05-26 14:54:00,08:48:00,8.8
SC,ABERDEEN,INSPECTION,ENG004,Douglas Reid,Graham Loan,W5601622,IR,R2,2026-05-22 11:34:00,2026-05-22 18:28:00,06:54:00,6.9
NT,DERBY,ROUTINE,ENG060,Barry Noon,Sue Holt,W5601623,RO,R2,2026-05-21 08:48:00,2026-05-21 17:06:00,08:18:00,8.3
SC,PERTH,INSPECTION,ENG001,John MacDonald,Steven Leckie,W5601624,IR,E1,2026-05-22 07:43:00,2026-05-22 20:55:00,13:12:00,13.2
WM,DUDLEY,REPAIR,ENG042,Steve Frost,Mark Reygate,W5601625,MR,M2,2026-05-22 11:21:00,2026-05-22 23:27:00,12:06:00,12.1
SE,GUILDFORD,INSPECTION,ENG031,Tracey McIntyre,Ray Ingram,W5601626,ME,M1,2026-05-26 07:09:00,2026-05-26 14:39:00,07:30:00,7.5
SE,MAIDSTONE,EMERGENCY,ENG033,Julie Price,Pat Nolan,W5601627,MR,E2,2026-05-22 07:52:00,2026-05-22 16:16:00,08:24:00,8.4
EA,PETERBOROUGH,ROUTINE,ENG022,Peter Wong,Mark Booker,W5601628,EM,E2,2026-05-26 09:30:00,2026-05-27 00:54:00,15:24:00,15.4
NW,WARRINGTON,EMERGENCY,ENG014,Alan Sharp,Dave Clarke,W5601629,ME,M1,2026-05-27 11:37:00,2026-05-27 22:31:00,10:54:00,10.9
WM,DUDLEY,REPAIR,ENG041,Una Cowling,Mark Reygate,W5601630,EM,E1,2026-05-23 08:10:00,2026-05-23 20:46:00,12:36:00,12.6
SC,GLASGOW,ROUTINE,ENG001,John MacDonald,Steven Leckie,W5601631,EM,R2,2026-05-27 07:42:00,2026-05-27 21:18:00,13:36:00,13.6
SC,INVERNESS,REPAIR,ENG002,Alistair Fraser,Steven Leckie,W5601632,IR,M1,2026-05-25 10:59:00,2026-05-25 23:41:00,12:42:00,12.7
SE,MAIDSTONE,METERING,ENG033,Julie Price,Pat Nolan,W5601633,ME,E1,2026-05-26 08:50:00,2026-05-26 15:08:00,06:18:00,6.3
NE,SUNDERLAND,REPAIR,ENG071,Alan Shaw,Bill Tyne,W5601634,ME,M2,2026-05-26 11:15:00,2026-05-26 21:45:00,10:30:00,10.5
EA,BEDFORD,EMERGENCY,ENG022,Peter Wong,Mark Booker,W5601635,ME,R2,2026-05-26 09:56:00,2026-05-26 17:50:00,07:54:00,7.9
WM,WOLVERHAMPTON,INSPECTION,ENG043,Diane Hunt,Tom Avery,W5601636,IR,E1,2026-05-23 11:29:00,2026-05-23 21:47:00,10:18:00,10.3
NT,LINCOLN,INSPECTION,ENG061,Cathy Dean,Sue Holt,W5601637,RO,E2,2026-05-24 07:52:00,2026-05-24 23:34:00,15:42:00,15.7
NT,MANSFIELD,REPAIR,ENG060,Barry Noon,Sue Holt,W5601638,ME,E1,2026-05-27 06:56:00,2026-05-27 21:56:00,15:00:00,15.0
NE,NEWCASTLE,REPAIR,ENG072,Liz Cooke,Bill Tyne,W5601639,ME,R2,2026-05-24 06:10:00,2026-05-24 14:40:00,08:30:00,8.5
EA,BEDFORD,EMERGENCY,ENG020,Mark Holloway,Mark Booker,W5601640,IR,R1,2026-05-23 11:25:00,2026-05-23 21:43:00,10:18:00,10.3
EA,CAMBRIDGE,EMERGENCY,ENG023,Sharon King,Anne Foster,W5601641,IR,M1,2026-05-25 09:14:00,2026-05-25 23:32:00,14:18:00,14.3
NW,BLACKBURN,INSPECTION,ENG011,Karen Simmons,Gary Williams,W5601642,IR,M1,2026-05-21 08:32:00,2026-05-21 16:20:00,07:48:00,7.8
WM,WOLVERHAMPTON,ROUTINE,ENG042,Steve Frost,Mark Reygate,W5601643,ME,R1,2026-05-27 06:52:00,2026-05-27 20:52:00,14:00:00,14.0
